user,item
5311,5476
1750,13320
2326,5479
2903,5479
3823,5479
4515,15
4697,13320
4764,5479
4937,5479
5112,5479
2885,5480
5195,15
5420,15
1074,5481
5545,15
3404,5481
1700,13337
2453,13500
2775,13500
2000,13337
2267,13337
1090,16
1152,16
1242,16
1333,16
5031,13343
1404,13505
480,13348
1772,16
4002,13348
4330,13348
1860,16
3733,5485
1904,16
4102,5485
2073,16
4937,5485
198,13507
854,5486
2565,13351
3161,13351
3720,13351
860,13508
2574,16
3020,13508
4882,5486
5085,13509
5194,5486
2126,13362
3495,16
276,5487
3279,13362
2364,13370
1244,5487
1690,5487
4138,16
2489,13372
2383,13512
5067,16
5447,16
3963,13514
1003,5488
1233,5488
91,19
5512,5488
1646,19
2174,19
646,13414
3949,19
4937,5490
21,20
2141,5491
4180,13414
4937,5491
1581,20
1332,5495
2373,5495
3152,20
4716,13427
5095,13427
5420,13427
334,5496
4199,20
2268,13432
3545,13432
5207,13432
104,13436
5260,20
758,13517
1481,13436
3817,13517
3182,13436
695,13518
4082,13436
1023,13518
1690,5500
5204,13440
2689,13518
4642,5500
1644,22
2272,13449
4937,5500
5052,5500
2590,22
2860,22
2593,5501
3503,13452
5293,5501
1856,5502
2095,5502
3767,13459
745,5503
3582,22
3597,13523
3796,22
2837,13524
3949,22
4077,22
3880,13524
4248,13524
4246,22
974,13525
1137,13525
2449,13525
1186,13497
2915,13527
4656,13527
390,13502
974,13528
3505,5505
1244,13531
3020,13531
1756,23
1904,23
1080,13532
3192,13513
2864,13532
3701,13513
2651,13533
2894,13516
2637,5506
360,13534
2948,5506
1336,13534
3488,23
1806,13534
3495,23
4208,5506
4413,5506
3670,23
3348,13534
3383,13534
2253,13529
849,13530
1333,13530
1581,5508
1653,5508
2474,13535
2141,5508
5070,5508
3482,13537
5488,23
2919,13536
4226,5509
2903,5510
3074,13538
2837,13544
3516,13544
3318,13539
2877,26
4608,13539
5067,13539
5420,13539
1494,13547
2948,13547
1509,13541
4132,13547
24,13542
664,5514
4014,5514
206,27
259,27
503,5515
384,27
4180,5515
803,27
4895,5515
2560,13563
1037,27
1243,27
3718,13563
188,5518
1319,27
1495,13546
1560,27
1896,13546
1511,27
1613,27
2063,13546
1642,27
4738,13563
4916,13563
4975,13563
2073,27
3063,5520
4701,5520
2366,27
760,5521
1606,5521
1246,13574
5551,13574
2812,5522
3322,27
3619,5522
4343,5522
3484,27
3832,13596
3517,27
3576,27
830,13600
3737,27
2368,13600
4843,5524
251,13554
5083,5524
307,13602
2587,13554
1138,5525
4912,27
3147,5525
2265,13555
3819,13602
5131,27
5217,27
5299,27
3946,13604
4023,5526
155,28
2773,5529
263,28
3653,13557
389,28
1031,13558
4818,5529
3485,13618
5052,13558
3535,13618
4977,5529
3842,13560
832,28
384,13561
131,13561
1037,28
1044,28
1165,13561
1496,13561
325,13640
1170,28
1831,13561
1856,13561
1763,13640
2173,13561
3741,13640
2660,13561
1578,28
2837,13561
2926,13561
4433,13640
4730,13640
1747,28
3805,5535
1796,28
1959,28
620,13643
4021,13561
2069,28
2073,28
4066,13643
2998,5539
565,5541
4246,13561
3073,5541
2190,28
4866,5541
1027,5542
2501,28
5208,13561
2590,28
5324,13561
518,13562
2660,28
3232,13562
2598,13564
3192,28
270,5544
3427,28
3552,5544
5250,13567
188,13568
79,13661
325,13568
3737,28
3802,28
3823,28
3949,28
2631,13568
3552,5547
2176,13661
3699,13568
2215,13661
4292,28
3262,13661
1749,5551
3552,5551
3894,13661
3996,13661
4653,28
4729,28
4590,13661
4743,13661
2110,13573
4979,28
5119,13661
3492,13573
5083,28
655,13667
5189,28
4043,13573
1548,13667
2783,5557
3574,5557
506,5558
971,13576
1166,13576
5370,5558
697,29
3681,13667
2786,13576
4112,13667
4249,13667
36,13577
3427,29
894,13577
321,5561
4949,29
5063,29
2763,5561
3179,13577
1907,31
2097,31
67,5563
3251,31
4891,31
38,32
2337,5563
858,32
5182,5563
2464,32
2507,32
132,5564
3262,13670
3661,32
2401,13582
3894,13670
1580,33
1391,5569
1735,5569
4170,13670
3403,33
3469,33
4385,13670
4583,13670
389,5570
1186,13584
5497,13670
2437,13584
79,13672
201,13672
2097,34
772,13672
863,13672
3232,13585
5129,13585
2189,13672
611,13586
4426,5570
237,36
1809,13586
2230,13586
1025,36
534,5572
1690,36
2775,36
4256,13672
4572,13672
4583,13672
1658,13587
4001,36
3558,13587
1526,5574
4157,13587
4885,13587
201,13675
1258,13675
479,5575
2701,38
1992,13675
2026,13675
2189,13675
1670,5576
994,39
1851,5581
5295,13591
1297,13592
4590,13675
4504,5581
5380,5581
343,13685
4790,5583
4153,39
1633,13685
4703,39
4862,39
2026,13685
2672,5584
5118,39
2832,5584
2286,13685
2215,13685
994,40
1432,40
3262,13685
3585,13685
3481,13598
4145,13598
4611,13685
110,5588
163,5588
339,5588
1391,5588
4508,13609
339,5589
5129,13609
1644,5589
113,44
4895,5589
740,44
1637,13611
1243,44
2126,13611
3075,13611
302,5590
559,5590
4158,5590
4151,13611
4230,13611
3254,44
4410,13611
5274,5590
1963,13612
2449,5591
1404,13613
2781,5592
5219,44
3550,5592
794,5593
2100,13614
2672,13614
4352,5593
4533,13614
1393,45
83,5594
1705,5594
3984,5594
4938,5594
5519,5594
5136,45
1802,5595
767,13617
841,13617
3550,5595
183,47
2184,5597
2837,13617
2358,5597
664,47
908,47
3197,13617
3738,13617
994,47
290,13619
4621,13619
1678,47
1763,47
5328,13619
2016,47
2142,47
1314,13713
1552,13713
2687,47
1822,13713
4858,13623
5520,13623
2900,47
3232,5599
3147,13625
5129,5599
334,5600
3558,47
2682,13713
4014,47
915,5601
3585,13713
4255,47
3929,13713
4453,47
4107,13713
4703,47
17,5603
4730,47
4837,47
4862,47
4921,47
4932,47
1781,5603
303,13630
2886,5603
3508,5603
5119,13713
5255,13713
5497,13713
5246,47
5260,47
4196,5603
201,13717
1465,13630
857,5604
1517,5604
1889,5604
1465,13717
4362,5604
2145,13630
155,48
1677,13717
515,5605
1027,5605
2073,48
2215,13717
2284,13717
3262,13630
3262,13717
4112,13630
4170,13717
4691,13630
5497,13630
1184,50
201,13718
128,5609
1386,5609
3600,5609
3623,5609
708,13718
655,13718
1258,13718
5520,5609
1659,13718
1822,13718
1992,13718
3448,5610
3604,50
2176,13718
3823,50
2189,13718
2710,13718
4999,50
1648,5611
3877,5611
1511,53
3929,13718
4107,13718
4905,5611
772,13632
5361,5611
5262,53
1465,13632
4823,13718
1633,13632
541,54
5119,13718
3918,5612
962,5613
4732,54
1449,5613
2215,13632
2284,13632
2088,13729
2142,13729
3262,13632
2157,13729
3389,13632
2274,13729
4764,5613
3992,13729
403,13732
1951,5616
4566,13732
2603,5616
2779,5616
1877,13733
5365,5616
4317,57
429,5617
170,58
5119,13632
5255,13632
2453,13744
3411,58
4020,5617
772,13748
21,5618
1465,13748
4932,59
2816,60
40,5619
5515,60
1584,5619
3366,13748
3570,5619
4906,5619
3830,13748
201,13634
303,13634
4112,13748
206,5620
772,13634
863,13634
1003,62
1552,13634
4652,13748
2779,5620
5119,13748
2221,62
2189,13634
5497,13748
3515,5620
2662,62
655,13765
2907,62
3152,62
3389,13634
1552,13765
3894,13634
3050,5622
2284,13765
4583,13634
5129,62
541,63
2868,13765
79,13635
206,5623
343,13635
1543,63
3894,13765
2097,63
1892,13635
21,5624
4611,13765
5255,13765
3604,63
2850,13635
2454,5624
3231,13635
343,13766
5129,63
655,13766
772,13766
1552,13766
4112,13635
4249,13635
2097,64
2284,13766
3050,5625
4590,13635
4743,13635
655,13636
1952,65
713,13636
4317,65
872,13636
4906,5627
5255,13766
1870,66
1584,5629
489,13782
1982,5629
3037,66
2454,5629
1465,13782
3368,5629
3262,13636
3574,5629
4020,5629
1892,13782
3681,13636
5365,5629
3929,13636
1027,67
2286,13782
2325,13782
1613,67
2603,5630
3262,13782
3337,13782
2128,67
2206,67
3368,5630
3511,13782
2590,67
489,13637
343,13637
3681,13782
713,13637
772,13637
3894,13782
3949,67
4314,67
1552,13637
5315,67
1992,13637
5428,67
1892,13637
2189,13637
2215,13637
117,69
2325,13637
5255,13782
5497,13782
2850,13637
684,69
201,13787
429,5633
713,13787
772,13787
1258,13787
3662,13637
3570,5633
3681,13637
1957,69
1465,13787
1602,13787
5365,5633
2831,69
1677,13787
1822,13787
1892,13787
5255,13637
2779,5634
2606,13787
5365,5634
655,13638
40,5635
3389,13787
863,13638
872,13638
3511,13787
1707,5635
1552,13638
3050,5635
4112,13787
4319,13787
3570,5635
4260,5635
4743,13787
2606,13638
858,5636
541,13794
895,13794
2039,5636
24,5638
4317,72
1009,13797
3178,5638
1483,13797
4170,13638
2174,73
4397,73
4743,13638
4888,73
5026,13638
2615,5640
2587,13807
3640,13807
130,13814
489,13639
4108,74
5284,74
372,75
762,13819
1031,13819
2449,5643
2026,13639
319,76
2552,13639
864,76
3262,13639
1481,76
1584,76
3585,13639
66,5646
2590,76
4583,13639
2672,76
2668,13842
5026,13639
3157,76
3099,5646
5152,5646
5541,13858
4435,76
3360,13644
5180,76
5313,76
1350,13866
5530,76
1301,79
4911,79
5048,79
4135,13873
2388,13646
170,81
994,81
1502,5656
1217,5657
170,13889
1644,13889
4429,5657
79,13648
4047,81
170,82
4541,13889
2224,5660
2179,5660
3254,5660
2543,5660
5195,82
1552,13648
1992,13648
2176,13648
1260,5665
2284,13648
3262,13648
2721,13907
1360,5666
2421,5666
3666,13648
1902,13909
5204,13909
4249,13648
792,5668
2671,5668
5026,13648
5497,13648
578,89
4252,89
655,13649
4906,89
1986,13912
2157,13912
2182,13912
1548,13649
2189,13649
3007,13649
4912,92
4925,5672
4720,13912
4828,13912
5127,5673
3630,95
4583,13649
3176,13914
321,5675
205,13921
1753,5675
2799,96
1986,5675
3075,13921
3670,96
489,13650
772,13650
5528,5675
139,5676
2236,13922
781,5676
1548,13650
4128,13922
1822,13650
2011,97
1992,13650
2471,5676
3102,97
4630,13922
3360,97
3664,5676
5052,13922
1637,5677
258,13940
3152,5677
5401,97
3929,13650
4112,13650
5026,13650
127,13965
655,13651
4449,13965
1787,102
1822,13651
1957,102
2173,102
2058,13651
3192,102
3269,13975
4531,102
5420,102
2850,13651
4200,5682
2928,5683
5273,13987
595,5684
604,5684
4743,13651
4901,13651
5119,13651
1166,5684
79,13652
3481,13993
4978,5684
31,107
1258,13652
981,5685
557,107
1346,107
4063,5685
2284,13652
2561,107
456,5688
3567,107
4743,13652
1822,14045
2215,14045
715,5693
1869,5693
581,5694
4625,109
1102,5694
5134,109
4112,14045
5255,14045
5497,14045
2097,5695
87,14052
2983,14052
4862,5695
841,5696
695,14057
1243,112
4067,112
1404,14057
2198,5696
895,113
343,13654
2097,113
4132,14057
1057,5699
2097,115
216,14067
3737,115
4673,115
2215,13654
2286,13654
2606,13654
3262,13654
4039,14067
1502,5704
2331,5704
2663,5704
672,117
4077,5704
3949,117
3929,13654
4112,13654
4249,13654
3996,13654
456,14068
4611,13654
4410,14068
3279,118
4650,5705
5370,14068
838,14074
4932,118
1258,13655
145,119
1952,5707
2677,14074
1992,13655
2176,13655
1027,5708
3195,5708
3366,13655
364,120
3585,13655
952,5710
3322,5710
845,120
3894,13655
3929,13655
3830,13655
5425,5710
478,5711
4611,13655
1356,5711
5497,13655
1061,14105
1796,120
1873,120
2767,5711
3544,5711
1552,13656
4695,5711
1928,14133
2026,13656
3083,120
5539,5711
3268,120
478,5712
1862,14135
3341,120
2383,5712
4897,14135
3183,5712
3621,120
4520,5712
1350,14154
3925,120
4193,120
4583,13656
4590,13656
4531,120
4932,120
4405,14172
5273,14172
763,5716
571,14179
830,5716
1258,13657
1183,5716
1913,5716
2489,14183
3009,5716
3621,14183
4722,5716
24,5717
1339,14193
1896,5717
463,14201
2301,127
2573,127
2864,14201
5497,13657
1487,14203
2890,14203
5158,5718
4285,14203
704,128
994,128
2819,5719
1992,13658
1851,128
1353,5720
3133,128
1952,5720
3221,128
5334,14215
325,14217
4014,128
2143,14217
3020,14217
4864,128
5021,128
2057,5723
79,13660
2169,5723
1648,129
4552,5723
1214,13660
2901,5725
50,130
1477,13660
1548,13660
4696,5725
2337,130
3448,130
3596,5726
4118,130
2850,13660
3392,131
3448,131
3830,13660
5510,131
4590,13660
79,13662
201,13662
708,13662
772,13662
2240,5730
1101,13662
4862,5730
4169,14236
1548,13662
4397,14236
2284,13662
2346,13662
2444,13662
2552,13662
2868,13662
3277,5732
3666,13662
5214,134
5529,5732
3996,13662
2113,14257
1409,136
3991,5733
3152,14257
2740,136
3164,14257
1769,5734
4130,14257
1312,137
3439,5734
1101,13663
3911,5734
4890,5734
721,14261
1465,13663
1447,5735
2150,14261
2388,14261
3949,138
4205,14261
2373,139
3498,139
2850,13663
1627,5738
3262,13663
4143,141
4416,141
4298,14271
4087,5738
59,14278
1277,142
1371,142
2305,142
1153,5740
2386,14283
655,13664
1548,13664
5428,5741
5473,5741
1822,13664
1992,13664
2551,5742
3447,14286
2682,13664
1859,145
4101,145
4459,145
5341,5742
579,5744
2533,5744
294,147
3503,5744
1073,147
879,5745
1828,5745
2830,147
5255,13664
4757,147
3568,5746
903,5747
3910,14291
4438,14291
1552,13665
1080,14305
1404,14305
3159,148
2325,13665
3262,13665
3139,5748
842,14317
5490,14317
3894,13665
1498,5749
2097,5749
4249,13665
145,150
5274,5749
4901,13665
5119,13665
5366,5749
91,5750
349,5750
3709,150
4141,14319
489,13666
5141,150
2179,5750
4522,5750
1477,13666
4929,5750
2411,14324
2026,13666
5001,14324
2215,13666
3262,13666
3666,13666
456,14340
536,14340
981,14340
437,154
663,14345
4743,13666
1325,14345
1689,14345
489,13668
655,13668
827,5753
860,14360
2368,14360
3738,14360
2590,156
1892,13668
3786,156
3139,5753
94,158
578,158
877,158
904,158
1908,14361
2682,13668
4960,5753
3318,14363
3666,13668
4838,5755
5195,14363
3929,13668
202,14365
534,5758
342,14365
4583,13668
2814,5758
5255,13668
79,13669
201,13669
343,13669
2875,14365
2291,159
772,13669
4732,14365
4751,14365
5362,14365
722,5760
1063,5760
1404,14371
1564,162
2837,14371
2864,14371
2682,13669
3360,162
2822,13669
1564,163
3560,14371
3585,13669
3894,13669
4112,13669
2209,14381
4583,13669
4590,13669
4611,13669
261,170
5497,13669
3933,5765
489,13671
1026,13671
1258,13671
2236,14430
2606,13671
5375,171
5052,14430
5492,171
2868,13671
270,172
3366,13671
975,172
3585,13671
3389,13671
1154,172
4579,5767
57,5768
656,14436
1821,14436
4133,5768
681,5769
3526,14436
4270,14436
3923,172
3210,5769
4263,172
992,14438
5497,13671
650,14447
489,13673
1163,14447
2050,14447
1026,13673
3387,14447
1465,13673
2284,13673
1038,14458
1397,14458
1481,14458
2020,14458
2328,14458
2340,175
2625,175
3585,13673
2830,175
3681,13673
3015,175
3730,175
3929,13673
3046,14458
3404,14458
4873,14458
294,176
5488,14458
3428,14466
975,176
1046,176
1532,176
2877,14468
1912,176
981,14474
1465,13674
2661,176
2745,176
1677,13674
1837,14474
3588,176
3709,176
3730,176
2215,13674
2325,13674
2284,13674
2950,5775
3318,5775
3164,14481
4175,176
4516,176
3250,13674
4757,176
5307,176
975,177
3584,14484
2323,177
2340,177
3830,13674
3453,177
957,5777
1634,5777
1860,14486
4170,13674
5141,177
4912,14486
4550,5777
4691,13674
3386,5778
5026,13674
4268,5778
5341,5779
294,180
1637,14496
3300,14496
1679,180
23,5782
3674,14496
1488,5782
191,5782
5204,14496
3453,180
3440,5782
3730,180
3931,180
2775,14499
358,14501
5492,180
4273,5783
884,182
4100,182
1938,183
3266,5787
5141,183
5189,5787
3709,184
5277,5787
4848,184
5155,184
679,5790
2755,185
2291,5790
2291,5791
4251,5792
655,13678
772,13678
5356,190
2067,5794
845,195
963,195
2779,195
4077,195
183,14504
2868,13678
3262,13678
1829,14504
3663,196
3389,13678
4188,196
5134,196
2134,14504
2743,14504
2316,5796
2564,5796
4249,13678
1686,198
3621,198
5188,14504
568,5797
436,5797
5497,13678
5252,5797
201,13679
1498,5798
2864,14509
3827,5798
2097,201
3160,14513
5031,201
1992,13679
1892,13679
1110,202
2233,14522
4246,14522
741,14523
1388,14523
1547,14523
1178,204
1725,204
2294,14523
3894,13679
3929,13679
5443,14523
4249,13679
3399,204
4583,13679
48,14526
4993,204
4999,204
4882,14534
1253,205
3290,5805
1520,205
4401,5805
1889,14538
2854,5806
3676,5806
2573,205
3152,205
1641,14543
3448,205
3639,14543
371,14545
4224,205
796,5808
4431,14545
3284,5808
772,13681
1026,13681
4932,205
4999,205
646,14549
1552,13681
1822,13681
5083,14549
3453,206
2176,13681
4100,206
2284,13681
2710,13681
1745,14565
2486,14565
944,5813
3585,13681
3666,13681
2959,207
3489,207
4859,14565
1641,14567
4112,13681
4249,13681
5040,14567
1520,208
4962,13681
5255,13681
5497,13681
1658,14570
170,5815
2624,14570
330,14571
4999,208
2415,210
3738,14571
4054,5815
24,14580
969,14580
2063,14580
1141,211
1991,211
796,5817
4260,5817
4524,5817
4400,211
863,13683
2029,5818
1258,13683
1992,13683
761,5819
3096,5819
1372,14604
5189,213
3359,13683
2332,5820
2714,5820
3585,13683
4491,5820
5420,214
5288,5820
4170,13683
4319,13683
5524,215
4611,13683
3397,5821
2260,14625
4236,5821
201,13684
3047,216
4092,216
2819,5822
1856,14626
4531,216
1465,13684
113,217
1934,14626
1633,13684
361,217
5422,5822
697,5823
2932,5824
2328,217
2176,13684
5422,5824
2606,13684
2926,5825
4113,217
4143,217
5422,5825
1763,14630
975,5826
3666,13684
3681,13684
3117,5826
3894,13684
1145,14637
4590,13684
796,219
2536,14637
2756,14637
2875,14637
95,221
201,13686
2948,14637
5273,14637
2755,221
1258,13686
1465,13686
3857,221
4794,5830
4100,221
4381,221
4491,221
4757,221
2176,13686
4784,221
2189,13686
1658,14641
145,222
1763,14641
3044,14641
3859,14650
5519,14650
1221,14661
889,223
3662,13686
3666,13686
3681,13686
3060,5832
3792,5832
4457,5832
4112,13686
4623,5832
3674,14661
3640,5834
5420,14666
4424,5834
1564,225
4670,14667
4985,14667
2202,5836
2534,5836
2606,13687
319,226
434,226
3366,13687
578,226
2748,5837
4506,5837
972,226
1027,226
2534,5838
325,14692
1048,226
4611,13687
1153,226
5497,13687
647,5839
1952,14692
5129,14692
1446,226
342,14706
2994,5840
2152,14706
1892,13688
1638,226
1657,226
3909,14706
1898,226
1950,226
4916,5841
948,14716
2179,226
2195,226
1351,5842
2273,226
2338,226
2354,226
4112,13688
4170,13688
4385,13688
3240,5843
2636,14716
2793,226
4743,13688
4611,13688
2948,14716
3179,5844
343,13689
3609,14716
4089,14716
5311,14716
3513,226
1459,14718
2176,13689
877,5846
2284,13689
5170,14718
404,14720
2850,13689
830,14720
3277,5846
3389,13689
52,5847
4193,226
2258,14720
4319,13689
4300,226
5167,14720
4273,5847
325,14725
79,13690
4553,226
4925,5847
4567,226
863,13690
4780,226
981,14750
4842,226
4882,14750
5451,226
2803,13690
2152,14755
2388,14755
3636,14755
3880,14755
3366,13690
3681,13690
3830,13690
3894,13690
46,229
3929,13690
4249,13690
2707,14764
4976,229
4548,5852
5255,13690
201,13691
2074,5857
806,14782
5317,5857
1494,14782
3762,5858
2325,13691
2126,14782
2253,5859
5170,5859
1037,5860
3231,13691
3262,13691
3389,13691
3503,14782
3681,13691
5454,5860
4112,13691
4583,13691
4611,13691
1267,232
2196,232
79,13692
5229,14782
1561,5862
489,13692
655,13692
1741,233
1229,233
5263,14782
587,14784
4977,233
1892,13692
2176,13692
2215,13692
2284,13692
4497,234
5034,5863
202,14799
2682,13692
2850,13692
2291,5865
2587,5865
3366,13692
1391,5867
2864,14799
3830,13692
3929,13692
4249,13692
2709,5868
4161,5868
4486,5868
4918,236
4955,236
4977,236
52,239
3685,14819
578,239
726,239
4309,14819
1027,239
1055,239
1132,239
3558,14830
1458,239
4650,14830
4904,14830
1657,239
1739,239
2374,5871
1973,14853
5335,5871
3366,13693
3389,13693
3666,13693
3830,13693
2813,239
3179,239
3198,239
5061,14854
1062,14860
2837,14860
5309,14860
4930,239
5292,239
343,13694
5447,239
855,5878
3087,241
1951,5878
2877,5878
1992,13694
1048,242
2189,13694
2215,13694
1763,14865
1908,5879
2805,242
2682,13694
5059,242
3585,13694
3358,5879
3830,13694
3929,13694
4583,13694
729,14889
4743,13694
79,13695
201,13695
2854,14894
655,13695
772,13695
872,13695
1108,13695
1465,13695
448,5882
1822,13695
2189,13695
2215,13695
4178,5882
2325,13695
2850,13695
4130,5883
992,14911
1951,5884
2155,5884
3894,13695
4319,13695
4583,13695
3111,14911
1449,5885
2847,244
5298,14911
1757,5885
3075,5885
3399,5885
4650,5885
655,13697
615,245
1204,13697
1214,13697
1314,13697
2992,245
5006,245
62,247
2176,13697
119,247
127,14921
364,247
21,5888
2716,14921
3262,13697
3359,13697
3366,13697
3389,13697
598,247
1951,5888
202,14935
1688,14935
4249,13697
1567,5891
2236,14935
1951,5891
1567,247
201,13698
5167,14935
1384,14936
1939,247
1026,13698
1590,14936
5249,14936
127,14937
599,14937
2255,247
21,5894
2176,13698
684,5894
1449,5894
5250,14937
3152,5894
2682,13698
2850,13698
2662,247
710,14938
2161,5895
3462,13698
1432,14938
3585,13698
3215,5895
3255,5895
3969,5895
3538,14938
3674,14938
3933,247
3959,247
5497,13698
5255,13698
4673,14938
343,13699
577,13699
1079,5899
4146,247
2457,14941
1314,13699
4301,247
2111,5899
24,14946
1659,13699
2877,5899
1892,13699
4598,247
611,14946
728,14946
2176,13699
3940,5899
4301,5899
3824,5899
4993,247
2325,13699
4695,5899
1755,14946
3084,14946
2850,13699
5280,247
5438,5899
5347,247
3139,14952
3462,13699
640,5900
1124,248
3894,13699
2466,5900
4319,13699
4572,13699
22,5901
2404,14968
3423,14968
4456,14968
489,13701
127,14979
202,14979
1243,5906
1481,5906
2722,14979
4925,249
4452,5906
234,14996
3454,5907
4500,5907
1133,250
1172,250
1183,250
4583,13701
4590,13701
1993,250
79,13702
1465,13702
3104,250
1552,13702
3064,5911
4157,250
2682,13702
2850,13702
956,15012
4736,250
3389,13702
4937,250
2486,15012
3585,13702
5198,250
690,5913
5424,15012
4359,15014
4652,13702
4691,13702
3107,15018
2692,253
3277,253
1204,13703
1026,13703
1465,13703
5296,253
5521,5916
1892,13703
1992,13703
4808,15021
879,15029
4842,5917
2858,254
3251,254
3279,254
983,5918
3949,254
2777,15029
4337,5918
4673,254
3366,13703
4932,254
4820,5918
4523,15029
5515,254
295,5919
1000,255
1599,15030
3929,13703
3756,255
1202,5919
4249,13703
4319,13703
3293,15030
4611,13703
201,13704
334,259
4690,5919
5167,15046
966,259
1552,13704
2622,259
1567,15051
2330,5920
2837,15051
2145,13704
3449,260
2580,261
4533,261
5296,261
5177,5920
5535,5920
1805,262
2200,262
3830,13704
3894,13704
3157,262
2617,262
3882,15055
4249,13704
5002,262
4404,15055
4494,15055
5397,15055
79,13705
655,13705
1026,13705
401,5925
1992,13705
1793,5925
2145,13705
4860,5925
2682,13705
1116,267
1254,267
1545,267
1965,267
1946,5926
2941,267
4112,13705
4249,13705
2047,5926
3194,267
3501,267
2763,5926
1668,15086
3994,5926
4067,267
79,13706
694,15087
343,13706
655,13706
1796,15087
1552,13706
1892,13706
4787,15087
986,15097
1701,268
2117,268
3072,268
3431,15097
3262,13706
3681,13706
255,270
3929,13706
4112,13706
4249,13706
1027,5929
4997,15097
4590,13706
4611,13706
5274,270
5255,13706
1957,5929
50,5930
2776,5930
489,13707
1753,271
772,13707
5362,5930
3297,271
4220,271
1892,13707
2026,13707
4860,271
2284,13707
4437,5934
3366,13707
3389,13707
3666,13707
1523,5935
1755,5935
4385,13707
3910,5935
4611,13707
5374,5935
2533,275
3308,275
1465,13709
845,5937
1677,13709
156,276
1892,13709
312,15113
334,276
3097,5937
2284,13709
2682,13709
5056,5937
2850,13709
1442,15113
1543,15113
2203,5938
3585,13709
2129,276
3681,13709
3830,13709
3828,5938
2662,276
3119,276
3298,276
4144,15113
79,13710
201,13710
5031,276
5265,276
1465,13710
1031,15120
14,277
412,277
661,277
2244,5941
316,5943
1973,15146
2021,15146
3389,13710
3894,13710
2875,15153
4491,277
4249,13710
4149,15153
1448,15161
3636,15161
541,15166
2924,5944
1952,15166
79,13711
2968,5944
2145,13711
1156,5945
2867,5945
3366,13711
657,5948
2045,5948
4720,5948
174,283
5199,5948
4743,13711
4901,13711
5255,13711
5497,13711
1505,5950
3515,5950
1140,15190
2107,283
4541,15190
2511,283
2512,283
541,15207
3094,15207
2145,13712
1084,15217
2681,15217
5311,5953
334,5955
2682,13712
3036,5955
1371,285
3366,13712
2164,15224
3295,5955
3674,15224
3642,285
4742,15224
98,286
4170,13712
3952,15229
1074,5957
1606,5957
1371,286
4901,13712
3295,5957
2090,286
5255,13712
2462,286
2978,15243
3056,15243
3913,15243
577,13714
772,13714
5280,5960
4491,286
1214,13714
2316,5961
361,287
1822,13714
1992,13714
4017,5961
388,5963
2868,13714
5535,15265
2901,5963
44,291
1000,291
1391,291
1564,291
501,15288
3051,291
5119,13714
5255,13714
79,13715
2729,15288
978,292
1101,13715
4515,15288
1258,13715
3120,292
1822,13715
