user,item
2507,11580
83,6679
1543,2284
4621,16427
1749,12752
1505,5219
4904,14654
2129,4273
4138,7096
1193,1004
2292,4699
3774,1301
2045,4235
4533,1403
699,14632
4533,6894
1073,7914
4723,16457
1026,13717
2758,3808
1119,5831
4207,1798
3828,5929
3558,4048
1800,128
5524,5806
2259,8575
5499,10225
2819,1974
992,3019
52,10638
4544,2121
3295,9793
1273,13846
590,3202
1653,1809
5141,378
4453,917
3896,1168
4515,15788
4885,1552
1632,14685
3570,5617
1397,11567
1551,5252
343,13690
4685,14425
1285,4559
1212,196
2926,27
3607,16951
3322,2466
5308,971
1899,1776
4075,1787
2133,1209
4439,2282
2544,3418
725,16
2300,10563
699,12926
3785,2865
2164,3022
34,8982
4501,3755
3742,16274
1343,1485
3370,11619
3878,4749
750,2807
1957,444
3832,11154
1690,12079
4530,3654
4003,7076
2016,11072
3452,11722
1365,15148
3695,8871
3389,13720
1543,88
2293,6537
127,16654
3560,14365
4730,7647
1145,16451
3429,8097
5501,14069
4846,15180
416,12695
2177,16628
3102,1760
5167,15380
5112,15026
401,1980
3124,1049
831,8541
847,12400
5219,881
4020,5631
521,15163
2701,3540
710,6547
5505,2191
3750,5814
858,1286
4555,12614
1839,11958
3700,9960
1997,14459
5402,14646
1522,4519
3738,16718
4342,10471
1763,13846
322,5542
3888,7763
52,2379
745,10363
2944,13568
3695,12203
127,15174
5375,7037
3361,8267
3282,9866
5420,4492
3295,9523
2550,14739
4260,3981
2241,16
1157,16234
1205,4113
3720,16045
3343,5583
2467,2788
5265,4759
774,8842
3360,2438
2291,5726
2489,9539
3953,1122
1992,13751
994,1604
4882,14360
4300,8178
1788,921
3830,13652
170,453
1995,15460
403,3244
2453,3802
3269,12340
719,1926
754,16283
4330,5730
833,9907
534,5695
5309,15068
3607,15055
3570,3569
4951,4467
211,4080
1312,3852
127,6530
660,226
102,6548
4105,120
4758,1933
599,8923
3257,3076
343,13679
71,1009
2631,14057
1242,8818
4181,3815
1108,13675
636,5814
655,13648
1548,13671
781,3981
2517,755
2661,1453
2672,15089
1700,3970
243,8231
4178,364
577,13769
2949,6617
1904,2469
1196,4262
3880,14508
223,9968
3679,3775
434,5905
1820,4127
1081,15252
4208,9006
4419,863
4052,13420
4838,9705
3514,6306
4277,10368
339,7787
2237,1710
1109,16050
3389,13663
2425,3476
1080,15058
650,14938
24,9903
3930,3539
2054,12295
960,14939
3386,10992
4149,16484
3210,407
657,1015
2495,2904
858,6966
3897,14164
5375,5002
4259,978
2142,2826
1150,3510
3978,13873
1106,4421
313,9164
4439,2596
3640,10444
2063,15636
1938,8694
1029,5068
879,441
3957,10521
5350,6581
975,16
4193,83
76,81
4733,8100
3607,16320
332,2770
1059,22
1410,3079
2864,13871
598,6434
5180,5516
3150,453
24,5376
571,11892
4394,13224
3642,809
3133,4840
2267,12629
3772,11749
4152,1082
2715,12735
423,5515
2037,2446
5274,15419
901,12513
5264,8270
2029,7762
5089,5001
1802,6011
1435,16810
4541,16161
2687,9713
4621,11126
3164,3338
2299,3479
4730,85
5278,7255
1832,1928
4989,7336
4065,11511
649,1974
2206,10889
1908,5943
4971,9700
3646,746
4699,2863
3503,15373
3399,1588
3506,8861
501,14591
3179,10495
4239,3685
1922,14509
5181,971
3756,1798
3387,16318
3337,6280
2675,9542
3823,5302
3074,1515
3032,13305
339,15634
2900,974
1458,6466
2804,4651
1646,5710
261,12736
4394,2865
2372,8323
5196,755
1322,3383
5159,10426
558,3025
190,6196
5513,5405
184,5156
1629,8631
1951,2710
731,518
2701,16885
2135,5550
1063,7542
2258,16619
229,50
1074,6789
5250,14985
2919,6634
860,16386
1979,7395
4767,6360
2322,3914
2793,2231
2837,7689
439,1668
3071,16132
2670,9361
214,5988
655,13750
612,3154
3473,33
698,598
4907,12472
345,8490
4380,2900
1755,16705
877,5281
1116,4795
3279,4533
5125,8869
957,7252
4260,5331
1668,15413
3243,787
4715,3188
1333,1834
4314,3829
4335,15363
4234,10486
4026,2378
10,6620
2495,4367
40,5627
1258,13660
4132,16285
4104,2521
2256,1875
1450,4763
1794,6670
4255,5676
3896,8002
4561,3037
3365,8722
3625,8629
520,189
3743,7568
1904,7545
56,12527
2141,1316
2606,13754
4328,4269
2422,7718
3831,1142
2573,7336
1687,6277
1951,1544
342,15905
357,6611
3352,2045
1239,2933
2963,894
5038,16253
779,12989
5425,7688
5456,6816
4014,1459
4965,3569
4729,5077
3371,6900
50,5494
1319,1642
410,6477
137,6446
1444,6332
2093,13769
3450,1009
2338,4281
218,7599
3496,14855
4732,10530
5331,9999
944,378
2056,11555
3738,16437
3266,11086
5158,1331
4488,12132
4413,15959
1861,10347
4337,3591
3257,3882
3449,3307
1791,12638
834,668
4362,13113
2085,10886
5155,7424
3558,11
4743,13747
1916,13040
5470,3152
1385,926
1031,14763
4471,6152
470,14033
4944,8642
1290,1098
3150,7509
1050,9813
1597,8130
1371,192
2179,10184
915,2959
4089,5687
1169,8917
4379,1452
389,1942
2837,15321
2725,3805
5380,2936
2555,15534
222,252
1159,6727
5047,4125
21,5628
4963,2543
3672,10036
5220,11425
3741,13563
3647,1005
2111,3634
5204,14253
539,5310
1957,7819
3735,795
407,335
2236,11540
1422,15796
540,4007
346,16248
3524,9005
2142,12784
2063,16339
3266,10236
4525,792
327,1673
4569,1067
2672,12563
201,13663
2824,3028
788,12781
3863,16259
4199,15314
444,11098
2243,9292
796,1491
592,10420
978,250
5546,10444
5161,12829
468,9145
1252,910
4752,12678
5030,14642
3551,9188
3730,5363
2507,6792
1808,2132
1559,15880
4014,3372
4681,5843
5367,15618
3071,15837
4611,14043
501,28
5209,3445
3730,382
3196,15358
52,5249
2386,15071
2798,5680
3241,2711
4778,8531
1922,15397
1814,12721
1593,2678
1486,1518
1042,15783
867,1422
4384,1928
1044,3253
201,13687
2357,2798
496,2227
2742,14253
316,16523
3188,16947
1656,9210
1862,15040
3664,6090
280,7672
3186,1009
4102,5045
4408,9903
4279,1358
2751,1767
3848,7387
826,13784
4645,7763
2719,8050
4023,628
4708,6544
5470,8161
2860,477
191,4531
1707,4408
3666,13765
5305,13053
4042,294
1055,15476
5374,10346
3519,7019
3217,9177
3046,10117
3585,13695
2022,1525
4504,5960
2779,8511
1822,13648
4852,7578
1481,10117
5130,11364
3102,2046
3753,13239
4721,3343
1127,8869
1329,7367
1754,8158
2543,1082
5355,5718
1354,2202
4344,830
2404,10746
21,5878
4203,4628
4026,3661
4681,477
3164,8665
4882,7592
5067,2794
2268,1987
3660,5855
90,1401
1242,158
3295,3250
2189,13750
3780,4507
144,16045
4113,4774
658,9833
2643,5180
2587,6870
3550,10702
1911,12698
3020,11089
4862,3278
2025,6802
548,839
2940,14
2831,718
3367,6150
4260,6885
5298,4163
1763,16292
3030,5245
3925,778
1080,16081
2408,1900
1834,1770
5083,2184
375,9291
2407,6916
1693,11354
3396,27
3028,3561
2500,13135
1579,3051
1781,4327
2133,10091
580,917
4340,14607
831,12436
5245,248
2638,11107
785,13648
2017,9511
3959,8731
3894,13779
2097,161
4895,10102
2236,13390
5118,514
103,12877
5480,16573
849,1908
4026,3808
4263,6946
4134,11567
2026,13787
1404,1709
5296,8601
2963,9808
4444,15627
4932,80
4037,2838
3259,8670
726,4320
2004,12179
4232,9532
3229,10128
611,14240
1077,12047
4506,7549
4859,14943
83,6405
82,10686
1588,921
5002,350
3995,8798
1037,2055
5428,3981
5521,5336
1155,12316
58,15677
56,14641
1766,8034
4298,7879
558,225
2221,13394
4681,447
3519,431
5512,5109
4238,8034
179,4686
1041,120
2764,3775
3683,17
3784,4002
1913,12989
2099,4673
1090,13028
350,6675
3571,9447
1904,2373
94,6381
1878,1563
796,3879
3774,7034
3695,13426
5535,15197
4283,11065
600,14068
448,11630
2837,14365
1963,14268
3912,1164
1450,2731
3410,12833
1307,16088
2636,12166
3681,1791
3164,5610
1655,6087
2858,6383
4771,1794
164,3132
2027,8676
391,1750
3259,15712
3432,11328
3502,12297
1879,15741
5343,1142
5024,13969
3012,1232
4509,11561
4292,1957
4041,11326
4740,767
4263,378
5344,1926
179,5813
2089,1152
1764,10995
1685,14737
1048,10065
5497,13634
4128,14987
4533,5073
740,4227
4259,14240
3558,14699
2703,7041
4369,8511
1649,2177
5321,2938
2819,2843
188,13528
4974,4043
4925,15739
877,8461
4146,1167
166,13191
2856,1187
969,14519
4064,12375
1445,14071
2625,1763
205,16346
2961,1147
5521,6429
284,2077
4910,3495
5454,4472
3576,9252
2433,14341
4637,5510
1089,14716
448,12289
1025,9228
2370,16345
2948,13013
5104,14500
1145,16081
3745,15471
920,777
3286,3188
3538,15304
1264,12775
2901,5840
2067,983
1637,15979
5018,8207
1505,6430
5512,1152
2699,4537
3481,12011
2998,2586
2880,6558
181,1244
2230,26
4573,11607
3798,9162
5349,6896
1511,1525
4398,1177
1755,5503
1432,7637
4246,11567
1013,9808
2816,1540
2016,7917
2266,628
437,7975
4928,16497
545,6258
4128,12602
4037,2010
2270,14921
327,11577
4130,4925
1854,7497
3962,12669
4081,13334
912,16763
3370,11371
1404,14216
22,5659
1826,9831
4049,8314
4432,3089
1000,1860
5437,11888
1706,6383
1122,5826
2077,4030
2111,2708
2796,882
4097,10962
4648,6743
141,16288
1856,1703
25,14790
2097,1567
5404,10419
4928,7488
4105,15932
994,1570
4729,936
4997,767
395,6115
4097,2350
64,1903
4364,369
334,4588
724,4509
4038,6204
4426,10093
5189,9504
1184,1702
978,5591
3279,7441
1851,6289
1571,2233
4910,3143
2485,14988
5519,7480
2113,3086
25,15348
4101,385
2498,1181
2809,157
960,666
3368,4493
4655,11812
3370,3417
643,16435
3538,15358
994,1639
113,6526
2167,773
1937,6540
136,3326
2230,338
5535,9330
4563,10886
3006,15272
1924,10416
170,6292
2693,3808
4492,4322
4535,2727
4157,16485
5105,15110
5302,1343
5095,13553
3321,10671
1404,7094
1806,4451
3423,1962
4817,11990
4640,9566
2407,6346
5011,16914
1265,5259
5198,5944
3922,5646
2344,12048
2560,12416
662,3234
3913,7151
542,161
4656,15756
4228,15176
3329,7940
960,16415
129,15114
5311,7257
3419,6337
5004,4045
3009,3442
1812,9612
384,13883
3739,11205
1337,13518
3670,9164
782,2691
1568,4991
2611,658
4220,634
2421,11415
612,13827
3152,14699
1635,839
2030,15234
3615,10236
4727,47
2421,476
3681,13685
1837,13979
3358,7156
4999,6855
3401,317
2215,13693
2191,400
3164,15774
2979,1456
4408,4308
4656,14800
3289,10425
4304,7096
4297,2388
3471,2140
1565,2691
3260,2355
4950,16269
434,4684
5408,7672
1404,1681
4132,16547
4346,5749
4237,15358
2296,552
218,5900
3526,6599
877,15744
5239,8463
1481,6492
4524,6648
969,13320
4650,7255
2113,15698
2671,11414
626,1145
1580,703
5125,14709
5290,7619
2522,765
3886,6294
3135,1944
1254,4585
1668,12197
2590,8567
4351,6952
3055,10106
444,5245
1963,14755
3681,13699
3331,4317
3560,16974
4158,1015
4925,3175
4743,13639
2474,7545
1640,1114
4767,3647
5428,13105
215,957
1723,2284
4923,2256
2422,4552
3480,2540
2854,16198
4921,6027
3575,8771
5092,2908
3215,2876
4732,2781
2624,10055
2050,6143
3929,13666
1037,1090
4472,5292
4925,885
1690,1081
2157,12486
4563,9392
2240,10780
3051,1096
3093,13333
4112,13717
3553,709
5357,16415
5216,1945
5167,15558
5208,4533
3318,2388
4583,13652
4814,4247
2422,7029
3113,16743
2206,11661
2313,11650
3563,9103
4643,2918
4792,7876
1904,918
797,6925
1025,5600
5267,16817
997,6357
4424,755
1245,3065
3607,12619
3694,9187
4730,10251
4361,1283
4864,8184
4398,13411
91,10619
3922,2872
292,3892
3394,4202
2230,4925
4069,12850
2047,14699
1610,7862
5145,13961
1071,13178
2923,15230
1997,8885
501,15113
5255,13771
3289,10931
1807,15531
5428,2373
2256,9266
4673,213
1741,384
52,10032
3652,15032
2162,4039
745,15237
5017,4020
1864,1405
5149,10778
5515,205
3643,11382
746,11097
1243,1696
325,7303
346,16318
2968,10738
2832,14914
3929,13779
3577,477
5296,10152
4762,1974
1080,10530
783,1082
3360,4983
4303,15369
3084,14526
4172,15
4469,15523
4808,9175
127,3899
4017,988
5233,2661
1334,5792
1647,2364
1952,4052
2756,12544
2074,5190
5239,6429
2824,8250
4368,5183
2775,9436
3099,4080
5187,921
4666,9007
4645,1418
465,4134
2683,10938
1832,4197
47,4046
3645,8326
2241,8830
5529,1798
4584,15760
2549,3200
3982,8294
3064,13236
740,8521
384,11156
39,13534
4719,7439
3792,3323
4882,10728
771,13874
5255,13768
763,4184
1235,5300
1584,8014
2811,12924
1391,6291
4610,14002
2520,5265
2130,2325
2524,3757
4267,4693
3028,2946
4803,4301
3577,3575
2160,9185
2158,13202
5283,10004
627,15699
3885,10415
2682,13775
1360,10255
1324,10442
3013,840
4621,15043
5179,7458
3863,16049
1603,3385
1449,1649
3538,16930
2560,15443
4966,2175
3929,13720
1432,10645
4007,2482
4575,7452
1434,6196
2488,14450
1497,1709
4500,1981
2191,15163
4722,16437
5076,3487
1081,14127
265,4020
5083,9719
2738,1525
599,9413
4134,4774
2965,16045
1242,8194
3294,1931
758,10423
3219,2926
334,5485
1025,5350
5428,7084
5257,15513
578,120
67,5750
2622,16780
3502,3808
724,9963
2325,13776
2979,11678
1582,1716
3251,8874
4882,14263
2366,10746
2877,1538
3270,4984
4003,13886
2512,7166
2153,8838
5159,11576
1879,15704
1729,12861
3550,4110
4905,14477
4743,13657
854,16155
4591,7545
4480,2372
3785,4
4665,12272
2440,217
3983,9507
4515,8836
3500,5050
3448,3154
4703,1955
249,289
2195,17
4100,503
5313,2266
3352,1903
2134,1556
137,3431
3343,5212
1425,10363
3949,11186
2697,4590
2111,11288
4419,2768
3883,6345
4620,3083
3313,7940
1506,9062
5370,12508
3339,5481
4358,3469
4912,14757
3070,12330
575,3739
4661,15085
1759,9718
5437,8392
4932,8425
1747,7589
2259,4315
382,6345
1588,5431
4632,9959
2923,1741
5000,1879
4637,5476
3370,8750
2111,13210
4334,16103
3040,9973
5337,13055
5296,3852
2322,7465
4398,5387
3055,85
4571,4392
2404,14845
4706,1409
2903,2457
4963,8496
5395,1575
3360,1861
4368,16885
3677,10526
5294,1597
3016,12193
404,13938
4925,8479
3046,3023
4664,13584
2179,9118
4397,13561
2921,4279
5428,7534
5138,5406
2054,13938
4675,12649
5270,7492
2120,3715
2742,12146
4792,8603
355,5002
5515,7587
1883,1439
3624,14006
3946,956
2604,1954
1037,5278
3330,15711
3861,13703
3055,5089
365,23
384,10627
5409,12556
5324,13479
5085,2191
575,3756
981,14605
3732,2717
4977,5134
1653,6917
772,11100
1716,14988
2074,537
1079,10959
3218,12013
3251,1544
3343,2745
258,4613
3325,1574
2328,14553
962,4307
862,2861
54,5913
355,5012
1153,286
4593,14942
1531,1500
4415,4912
5313,5516
4118,2164
558,6541
4633,15129
4772,10653
4036,14100
1969,2216
1221,15492
3608,3739
3984,294
3179,12361
175,7111
5334,10429
4541,8891
1031,15006
2682,13662
879,6848
4424,1928
1498,1219
1663,5872
2725,5579
5129,2691
874,5165
4424,28
3599,12614
5,5758
496,9652
5235,1042
3499,7268
3666,13712
1243,6359
6,8034
2725,12533
4326,10183
4465,2014
1605,3235
861,13815
3648,4886
199,3591
3186,6377
867,2672
1845,1110
1398,7921
334,7778
3695,8705
1333,9660
404,15075
5223,16600
1904,10643
273,16723
513,10398
4181,5367
2819,3253
133,16869
5537,8020
3967,8971
2242,8523
4319,13667
4491,3551
3071,16712
3966,1126
1529,2359
2035,1788
3233,993
23,1358
1383,5457
578,3930
2221,439
5278,16
2854,13243
5209,703
992,11809
760,7241
4263,4746
4948,3011
3752,2652
1638,3295
2134,14911
1359,95
5021,47
3020,1538
2432,3896
3475,13121
1690,10197
4121,4821
329,1616
5178,7271
3257,3077
1644,15878
4484,8906
2233,7922
844,14941
3295,3989
4424,4354
3485,1006
4642,8227
2867,4187
67,758
1619,4179
1044,9197
3845,1518
1231,11195
4112,13664
188,15075
3427,2237
3277,2768
2718,1047
4736,4960
1047,69
3762,16632
5342,98
4470,7387
3824,1197
3483,14190
5486,10891
5107,3611
827,2210
4159,11303
978,10938
564,6899
992,6737
3681,13763
5446,16004
1864,7410
2444,13757
2267,113
3452,2323
3055,14
1973,14768
3294,4454
4974,374
4027,6393
131,13932
4641,10750
3614,848
5363,1104
3318,2006
4647,6183
698,6953
2776,10236
2727,7015
1250,1854
2534,13793
367,4995
252,12330
1764,4794
1772,226
4550,3885
119,11881
1260,11482
5343,10944
1763,15859
3152,14174
4939,4006
4802,13135
2016,13891
4346,7153
4800,2411
746,10031
5503,7545
1835,6727
4417,3987
3891,8142
414,5719
2604,1145
4179,2389
4556,10304
4563,12331
504,11041
2366,6995
252,4181
4235,3802
1987,10940
1881,1471
3756,9442
4997,14715
1824,7270
4976,13610
1242,1876
1908,10785
1543,15323
5444,10904
527,2177
1412,16045
2743,9140
1637,15705
2512,3658
2300,5564
4123,5499
4787,3671
3064,6235
1977,15584
2036,14728
4674,2735
2590,3783
4729,5285
1595,6063
2142,9137
5454,4033
1815,1619
2770,2715
4820,6477
512,4281
4810,4057
2161,791
2950,29
1108,13651
4623,1967
2628,3667
2779,5657
4937,1282
315,13481
1150,11200
840,3635
5178,4985
1170,485
4736,1651
1753,3825
3506,9968
210,8426
3670,10663
1303,8560
3839,144
3544,9509
5272,14
2587,6384
2086,4503
1685,14881
5420,13818
5117,3560
724,4613
3647,8386
3277,5664
3869,13632
1706,1572
1285,2350
4719,134
65,15703
1729,13292
3885,8217
1090,15972
4827,2057
3284,6031
1952,5815
2112,13527
599,16558
5456,3569
994,1629
2507,7940
4593,10866
271,9621
4369,2359
683,8278
4686,15828
86,4686
2292,1240
3753,12593
2833,12971
1187,10205
1927,5058
3832,5722
3431,630
1750,15521
4660,15983
1556,1154
131,866
3149,8960
3399,13133
1013,13942
1026,13712
75,16634
598,7021
1923,15234
1023,9224
1204,13704
5454,8680
232,7112
4685,13911
4732,1573
3796,5422
782,5667
2089,4353
2272,15294
1824,10062
2051,11374
4757,1971
3064,14422
404,4329
4466,10778
5408,11567
2063,4872
2386,15536
4238,9481
4524,2268
1044,2668
3288,4242
2430,9411
134,3668
5195,1558
2917,4181
1370,4621
9,6979
4548,12823
2553,9426
4164,16289
1085,11567
2954,3981
4527,2909
991,16728
5075,5905
213,3495
3177,7662
5539,2808
4646,8966
3785,4149
1479,412
71,884
29,7658
2367,670
877,15223
4882,14868
1026,13706
2113,13561
5375,1414
1031,14407
3762,10742
2691,13061
1637,16647
535,9490
4097,12181
432,4247
1637,12383
4829,11386
4305,3435
4567,6613
3761,711
4344,5144
1309,13900
2330,12374
4690,1185
2325,13709
2859,9317
4036,866
3392,16532
5375,553
1892,13683
404,15326
5171,1177
1442,12410
3295,259
264,11606
809,5916
3427,293
369,15316
1076,10864
4612,15892
5079,1183
4300,2461
3286,7669
4262,432
1606,8440
2406,4060
5210,2078
1494,16381
1214,13663
3933,5842
130,3118
1044,4248
2031,8645
4628,9050
3318,3917
4292,10627
2258,14276
4650,16330
3784,13562
1851,10346
2868,13701
5220,11428
5324,12838
2082,2867
1462,14687
1202,10148
792,2393
170,1856
936,10946
1203,9890
1598,477
5369,9252
5455,6040
2122,189
4456,2788
3232,14006
4313,840
437,1754
4351,482
5324,10863
1498,2958
5250,16528
844,14679
4759,13635
409,13561
2388,13932
1137,14703
5253,8968
1839,12526
695,12383
325,6275
3453,2332
4831,16042
4283,1067
2843,14
1645,1856
694,11205
212,6879
1428,2319
4075,11741
4395,12374
2146,1673
238,16007
4181,3196
4394,14807
2198,6970
2292,1685
4771,4885
558,10962
1635,5012
3681,13768
166,4648
4818,756
2291,4140
4212,10221
127,8191
4852,8735
649,15990
2233,191
821,13958
47,15867
4749,9354
2134,3812
4546,12993
892,9967
5509,4344
1759,10025
2785,10061
5069,4084
2345,16206
2079,12228
3313,7129
2109,13883
4193,3807
4550,4437
1048,2166
159,8741
992,15011
67,740
3002,6390
4687,8160
4701,5807
4966,3581
1319,9981
4456,10893
743,8952
3640,477
4105,15562
4859,5784
2075,3493
4824,1925
45,477
5164,4478
3503,10215
4685,870
854,11956
1113,16141
1755,9609
3678,11714
1025,2144
891,7680
2158,1165
1008,7945
4260,5620
2089,6384
482,11812
16,15113
3281,16479
5008,11232
2047,1634
986,1466
2957,10593
912,16716
3324,1459
3294,1700
4491,176
109,792
3772,2257
5005,11938
3392,26
1889,3236
2590,4300
5243,755
1677,13786
1401,2979
5471,1910
4590,13717
1814,16890
2130,1117
2082,628
408,5685
1123,3851
1957,11661
300,13934
2760,15334
4483,1917
5486,1692
1407,16045
98,7270
4830,4765
1390,9699
69,5666
4224,15022
183,11094
3336,4868
3156,11525
2270,2418
2864,13238
2672,189
3158,7332
1671,9317
1937,13399
155,746
1441,2731
1005,8556
5416,1141
1678,8513
2313,14261
1924,10555
